,op_id,dispatch
0,/model/bert/Constant,MACA
1,/model/bert/encoder/layer.0/attention/output/LayerNorm/Constant,CV_DSP_0
2,/model/bert/encoder/layer.2/attention/output/LayerNorm/Constant,CV_DSP_1
3,/model/bert/Constant_3,MACA
4,/model/bert/encoder/layer.3/intermediate/intermediate_act_fn/Constant_1,CV_DSP_1
5,/model/bert/encoder/layer.1/attention/output/LayerNorm/Constant_1,CV_DSP_0
6,/model/bert/encoder/layer.4/attention/self/Constant,CV_DSP_1
7,/model/bert/encoder/layer.0/attention/self/Constant_5,MACA
8,/model/bert/encoder/layer.2/attention/self/Constant_2,CV_DSP_1
9,/model/bert/encoder/layer.1/attention/self/Constant_4,MACA
10,/model/bert/encoder/layer.3/attention/self/Constant_5,CV_DSP_1
11,/model/bert/encoder/layer.0/attention/self/Constant_1,MACA
12,/model/bert/encoder/layer.0/attention/self/Constant_4,CV_DSP_1
13,/model/bert/encoder/layer.1/output/LayerNorm/Constant,MACA
14,/model/bert/encoder/layer.5/output/LayerNorm/Constant_1,CV_DSP_1
15,/model/bert/embeddings/LayerNorm/Constant_1,MACA
16,/model/bert/encoder/layer.1/attention/self/Constant_3,CV_DSP_1
17,/model/bert/encoder/layer.1/attention/output/LayerNorm/Constant,MACA
18,/model/bert/encoder/layer.1/attention/self/Constant_1,CV_DSP_1
19,/model/bert/encoder/layer.0/attention/self/Constant_3,MACA
20,/model/bert/encoder/layer.2/attention/self/Constant_3,CV_DSP_1
21,/model/bert/Constant_1,MACA
22,/model/bert/encoder/layer.5/attention/self/Constant_5,CV_DSP_1
23,/model/bert/encoder/layer.0/attention/output/LayerNorm/Constant_1,MACA
24,/model/bert/encoder/layer.2/intermediate/intermediate_act_fn/Constant_1,CV_DSP_1
25,/model/bert/encoder/layer.0/attention/self/Constant,MACA
26,/model/bert/ConstantOfShape,CV_DSP_1
27,/model/bert/embeddings/LayerNorm/Constant,MACA
28,/model/bert/encoder/layer.0/intermediate/intermediate_act_fn/Constant,CV_DSP_1
